facility_name,address,state_name,district_name,sub_district_name,pincode,facility_type,ownership,facility_id,latitude,longitude
Government Maharashtra North Hospital 3,"Main Road, Maharashtra North, Maharashtra",Maharashtra,Maharashtra North,Block A,255187,Community Health Centre,Government,GEN-00333,8.221618,74.326865
Government Maharashtra North Hospital 4,"Main Road, Maharashtra North, Maharashtra",Maharashtra,Maharashtra North,Block A,282649,Primary Health Centre,Government,GEN-00334,36.404348,85.443649
Government Maharashtra North Hospital 5,"Main Road, Maharashtra North, Maharashtra",Maharashtra,Maharashtra North,Block A,127042,Medical College Hospital,Government,GEN-00335,30.21034,96.906869
Government Maharashtra South Hospital 1,"Main Road, Maharashtra South, Maharashtra",Maharashtra,Maharashtra South,Block A,512389,District Hospital,Government,GEN-00336,20.231841,85.847299
Government Maharashtra South Hospital 2,"Main Road, Maharashtra South, Maharashtra",Maharashtra,Maharashtra South,Block C,469035,Sub District Hospital,Government,GEN-00337,20.316365,82.836021
Government Maharashtra South Hospital 3,"Main Road, Maharashtra South, Maharashtra",Maharashtra,Maharashtra South,Block C,292310,Community Health Centre,Government,GEN-00338,20.596688,84.20346
Government Maharashtra South Hospital 4,"Main Road, Maharashtra South, Maharashtra",Maharashtra,Maharashtra South,Block C,262173,Primary Health Centre,Government,GEN-00339,23.382429,68.646523
Government Maharashtra South Hospital 5,"Main Road, Maharashtra South, Maharashtra",Maharashtra,Maharashtra South,Block C,155971,Medical College Hospital,Government,GEN-00340,15.271633,84.120421
Government Maharashtra East Hospital 1,"Main Road, Maharashtra East, Maharashtra",Maharashtra,Maharashtra East,Block C,353689,District Hospital,Government,GEN-00341,17.619047,74.396731
Government Maharashtra East Hospital 2,"Main Road, Maharashtra East, Maharashtra",Maharashtra,Maharashtra East,Block B,389556,Sub District Hospital,Government,GEN-00342,27.296254,95.51777
Government Maharashtra East Hospital 3,"Main Road, Maharashtra East, Maharashtra",Maharashtra,Maharashtra East,Block C,137042,Community Health Centre,Government,GEN-00343,11.496279,88.461294
Government Maharashtra East Hospital 4,"Main Road, Maharashtra East, Maharashtra",Maharashtra,Maharashtra East,Block A,286881,Primary Health Centre,Government,GEN-00344,28.973194,83.768479
Government Maharashtra East Hospital 5,"Main Road, Maharashtra East, Maharashtra",Maharashtra,Maharashtra East,Block C,200620,Medical College Hospital,Government,GEN-00345,26.546275,69.157907
Government Maharashtra West Hospital 1,"Main Road, Maharashtra West, Maharashtra",Maharashtra,Maharashtra West,Block B,597579,District Hospital,Government,GEN-00346,21.532656,96.547833
Government Maharashtra West Hospital 2,"Main Road, Maharashtra West, Maharashtra",Maharashtra,Maharashtra West,Block A,489776,Sub District Hospital,Government,GEN-00347,9.630218,91.617216
Government Maharashtra West Hospital 3,"Main Road, Maharashtra West, Maharashtra",Maharashtra,Maharashtra West,Block A,220713,Community Health Centre,Government,GEN-00348,36.935776,70.128861
Government Maharashtra West Hospital 4,"Main Road, Maharashtra West, Maharashtra",Maharashtra,Maharashtra West,Block A,196197,Primary Health Centre,Government,GEN-00349,32.836961,94.176545
Government Maharashtra West Hospital 5,"Main Road, Maharashtra West, Maharashtra",Maharashtra,Maharashtra West,Block C,369745,Medical College Hospital,Government,GEN-00350,28.012347,84.320378
Government Manipur Central Hospital 1,"Main Road, Manipur Central, Manipur",Manipur,Manipur Central,Block C,612662,District Hospital,Government,GEN-00351,14.150154,70.992196
Government Manipur Central Hospital 2,"Main Road, Manipur Central, Manipur",Manipur,Manipur Central,Block C,280921,Sub District Hospital,Government,GEN-00352,25.178251,78.285512
Government Manipur Central Hospital 3,"Main Road, Manipur Central, Manipur",Manipur,Manipur Central,Block C,559695,Community Health Centre,Government,GEN-00353,17.320574,83.645551
Government Manipur Central Hospital 4,"Main Road, Manipur Central, Manipur",Manipur,Manipur Central,Block B,352823,Primary Health Centre,Government,GEN-00354,33.736199,70.303417
Government Manipur Central Hospital 5,"Main Road, Manipur Central, Manipur",Manipur,Manipur Central,Block B,270148,Medical College Hospital,Government,GEN-00355,26.510941,75.841122
Government Manipur North Hospital 1,"Main Road, Manipur North, Manipur",Manipur,Manipur North,Block A,375202,District Hospital,Government,GEN-00356,27.845655,68.417293
Government Manipur North Hospital 2,"Main Road, Manipur North, Manipur",Manipur,Manipur North,Block B,553095,Sub District Hospital,Government,GEN-00357,23.940055,88.656144
Government Manipur North Hospital 3,"Main Road, Manipur North, Manipur",Manipur,Manipur North,Block C,172837,Community Health Centre,Government,GEN-00358,34.071041,87.058538
Government Manipur North Hospital 4,"Main Road, Manipur North, Manipur",Manipur,Manipur North,Block C,127767,Primary Health Centre,Government,GEN-00359,23.82063,92.286345
Government Manipur North Hospital 5,"Main Road, Manipur North, Manipur",Manipur,Manipur North,Block A,490037,Medical College Hospital,Government,GEN-00360,9.783498,75.743028
Government Manipur South Hospital 1,"Main Road, Manipur South, Manipur",Manipur,Manipur South,Block B,184816,District Hospital,Government,GEN-00361,32.36705,70.032017
Government Manipur South Hospital 2,"Main Road, Manipur South, Manipur",Manipur,Manipur South,Block C,297978,Sub District Hospital,Government,GEN-00362,20.474776,73.207364
Government Manipur South Hospital 3,"Main Road, Manipur South, Manipur",Manipur,Manipur South,Block A,212354,Community Health Centre,Government,GEN-00363,19.602903,69.215096
Government Manipur South Hospital 4,"Main Road, Manipur South, Manipur",Manipur,Manipur South,Block A,770309,Primary Health Centre,Government,GEN-00364,29.083807,69.592399
Government Manipur South Hospital 5,"Main Road, Manipur South, Manipur",Manipur,Manipur South,Block A,131797,Medical College Hospital,Government,GEN-00365,9.73035,78.266301
Government Manipur East Hospital 1,"Main Road, Manipur East, Manipur",Manipur,Manipur East,Block B,151525,District Hospital,Government,GEN-00366,33.419312,95.211505
Government Manipur East Hospital 2,"Main Road, Manipur East, Manipur",Manipur,Manipur East,Block B,326685,Sub District Hospital,Government,GEN-00367,27.264828,83.839211
Government Manipur East Hospital 3,"Main Road, Manipur East, Manipur",Manipur,Manipur East,Block C,140665,Community Health Centre,Government,GEN-00368,12.730448,81.297797
Government Manipur East Hospital 4,"Main Road, Manipur East, Manipur",Manipur,Manipur East,Block B,592344,Primary Health Centre,Government,GEN-00369,15.135794,75.62922
Government Manipur East Hospital 5,"Main Road, Manipur East, Manipur",Manipur,Manipur East,Block B,198189,Medical College Hospital,Government,GEN-00370,29.496395,74.08006
Government Manipur West Hospital 1,"Main Road, Manipur West, Manipur",Manipur,Manipur West,Block A,606033,District Hospital,Government,GEN-00371,37.240311,90.464674
Government Manipur West Hospital 2,"Main Road, Manipur West, Manipur",Manipur,Manipur West,Block C,565604,Sub District Hospital,Government,GEN-00372,18.45402,96.523803
Government Manipur West Hospital 3,"Main Road, Manipur West, Manipur",Manipur,Manipur West,Block B,436717,Community Health Centre,Government,GEN-00373,26.752552,76.539272
Government Manipur West Hospital 4,"Main Road, Manipur West, Manipur",Manipur,Manipur West,Block A,843737,Primary Health Centre,Government,GEN-00374,23.165676,78.259685
Government Manipur West Hospital 5,"Main Road, Manipur West, Manipur",Manipur,Manipur West,Block A,261946,Medical College Hospital,Government,GEN-00375,10.240168,72.41802
Government Meghalaya Central Hospital 1,"Main Road, Meghalaya Central, Meghalaya",Meghalaya,Meghalaya Central,Block C,113014,District Hospital,Government,GEN-00376,26.057898,84.370642
Government Meghalaya Central Hospital 2,"Main Road, Meghalaya Central, Meghalaya",Meghalaya,Meghalaya Central,Block B,743621,Sub District Hospital,Government,GEN-00377,15.978918,81.951506
Government Meghalaya Central Hospital 3,"Main Road, Meghalaya Central, Meghalaya",Meghalaya,Meghalaya Central,Block B,637936,Community Health Centre,Government,GEN-00378,14.256057,72.665656
Government Meghalaya Central Hospital 4,"Main Road, Meghalaya Central, Meghalaya",Meghalaya,Meghalaya Central,Block C,412534,Primary Health Centre,Government,GEN-00379,27.134304,95.283091
Government Meghalaya Central Hospital 5,"Main Road, Meghalaya Central, Meghalaya",Meghalaya,Meghalaya Central,Block C,644885,Medical College Hospital,Government,GEN-00380,12.276728,79.795794
Government Meghalaya North Hospital 1,"Main Road, Meghalaya North, Meghalaya",Meghalaya,Meghalaya North,Block B,634235,District Hospital,Government,GEN-00381,13.087279,84.025077
Government Meghalaya North Hospital 2,"Main Road, Meghalaya North, Meghalaya",Meghalaya,Meghalaya North,Block B,454385,Sub District Hospital,Government,GEN-00382,11.54085,91.172819
Government Meghalaya North Hospital 3,"Main Road, Meghalaya North, Meghalaya",Meghalaya,Meghalaya North,Block C,489770,Community Health Centre,Government,GEN-00383,34.764292,96.41927
Government Meghalaya North Hospital 4,"Main Road, Meghalaya North, Meghalaya",Meghalaya,Meghalaya North,Block A,609681,Primary Health Centre,Government,GEN-00384,8.383336,84.091194
Government Meghalaya North Hospital 5,"Main Road, Meghalaya North, Meghalaya",Meghalaya,Meghalaya North,Block A,641871,Medical College Hospital,Government,GEN-00385,26.790655,75.649208
Government Meghalaya South Hospital 1,"Main Road, Meghalaya South, Meghalaya",Meghalaya,Meghalaya South,Block A,655002,District Hospital,Government,GEN-00386,36.599857,95.450356
Government Meghalaya South Hospital 2,"Main Road, Meghalaya South, Meghalaya",Meghalaya,Meghalaya South,Block B,323272,Sub District Hospital,Government,GEN-00387,17.301745,76.460232
Government Meghalaya South Hospital 3,"Main Road, Meghalaya South, Meghalaya",Meghalaya,Meghalaya South,Block B,511366,Community Health Centre,Government,GEN-00388,25.423621,89.829078
Government Meghalaya South Hospital 4,"Main Road, Meghalaya South, Meghalaya",Meghalaya,Meghalaya South,Block A,458213,Primary Health Centre,Government,GEN-00389,12.081202,86.002687
Government Meghalaya South Hospital 5,"Main Road, Meghalaya South, Meghalaya",Meghalaya,Meghalaya South,Block A,416456,Medical College Hospital,Government,GEN-00390,22.04633,75.704346
Government Meghalaya East Hospital 1,"Main Road, Meghalaya East, Meghalaya",Meghalaya,Meghalaya East,Block A,501001,District Hospital,Government,GEN-00391,28.826967,81.372247
Government Meghalaya East Hospital 2,"Main Road, Meghalaya East, Meghalaya",Meghalaya,Meghalaya East,Block A,692530,Sub District Hospital,Government,GEN-00392,31.725825,80.7706
Government Meghalaya East Hospital 3,"Main Road, Meghalaya East, Meghalaya",Meghalaya,Meghalaya East,Block A,424964,Community Health Centre,Government,GEN-00393,9.854497,74.140319
Government Meghalaya East Hospital 4,"Main Road, Meghalaya East, Meghalaya",Meghalaya,Meghalaya East,Block C,651911,Primary Health Centre,Government,GEN-00394,20.26363,72.195398
Government Meghalaya East Hospital 5,"Main Road, Meghalaya East, Meghalaya",Meghalaya,Meghalaya East,Block B,139138,Medical College Hospital,Government,GEN-00395,28.374181,83.989312
Government Meghalaya West Hospital 1,"Main Road, Meghalaya West, Meghalaya",Meghalaya,Meghalaya West,Block B,709175,District Hospital,Government,GEN-00396,27.53018,91.277067
Government Meghalaya West Hospital 2,"Main Road, Meghalaya West, Meghalaya",Meghalaya,Meghalaya West,Block B,666025,Sub District Hospital,Government,GEN-00397,9.385632,91.2786
Government Meghalaya West Hospital 3,"Main Road, Meghalaya West, Meghalaya",Meghalaya,Meghalaya West,Block C,832490,Community Health Centre,Government,GEN-00398,35.388264,77.08644
Government Meghalaya West Hospital 4,"Main Road, Meghalaya West, Meghalaya",Meghalaya,Meghalaya West,Block A,462060,Primary Health Centre,Government,GEN-00399,14.657707,78.996011
Government Meghalaya West Hospital 5,"Main Road, Meghalaya West, Meghalaya",Meghalaya,Meghalaya West,Block C,564401,Medical College Hospital,Government,GEN-00400,8.431458,78.062769
Government Mizoram Central Hospital 1,"Main Road, Mizoram Central, Mizoram",Mizoram,Mizoram Central,Block C,486942,District Hospital,Government,GEN-00401,28.296362,84.811746
Government Mizoram Central Hospital 2,"Main Road, Mizoram Central, Mizoram",Mizoram,Mizoram Central,Block B,322596,Sub District Hospital,Government,GEN-00402,33.215336,88.440002
Government Mizoram Central Hospital 3,"Main Road, Mizoram Central, Mizoram",Mizoram,Mizoram Central,Block B,655392,Community Health Centre,Government,GEN-00403,30.582891,92.454117
Government Mizoram Central Hospital 4,"Main Road, Mizoram Central, Mizoram",Mizoram,Mizoram Central,Block A,443349,Primary Health Centre,Government,GEN-00404,14.180657,86.083164
Government Mizoram Central Hospital 5,"Main Road, Mizoram Central, Mizoram",Mizoram,Mizoram Central,Block A,372741,Medical College Hospital,Government,GEN-00405,17.555845,95.659045
Government Mizoram North Hospital 1,"Main Road, Mizoram North, Mizoram",Mizoram,Mizoram North,Block C,415556,District Hospital,Government,GEN-00406,23.185195,95.421344
Government Mizoram North Hospital 2,"Main Road, Mizoram North, Mizoram",Mizoram,Mizoram North,Block B,804451,Sub District Hospital,Government,GEN-00407,17.719837,96.426709
Government Mizoram North Hospital 3,"Main Road, Mizoram North, Mizoram",Mizoram,Mizoram North,Block C,142086,Community Health Centre,Government,GEN-00408,12.147222,79.241924
Government Mizoram North Hospital 4,"Main Road, Mizoram North, Mizoram",Mizoram,Mizoram North,Block A,688564,Primary Health Centre,Government,GEN-00409,22.662323,78.003918
Government Mizoram North Hospital 5,"Main Road, Mizoram North, Mizoram",Mizoram,Mizoram North,Block C,738144,Medical College Hospital,Government,GEN-00410,23.129249,78.614972
Government Mizoram South Hospital 1,"Main Road, Mizoram South, Mizoram",Mizoram,Mizoram South,Block B,678485,District Hospital,Government,GEN-00411,33.944385,91.197453
Government Mizoram South Hospital 2,"Main Road, Mizoram South, Mizoram",Mizoram,Mizoram South,Block C,178295,Sub District Hospital,Government,GEN-00412,11.755689,82.290842
Government Mizoram South Hospital 3,"Main Road, Mizoram South, Mizoram",Mizoram,Mizoram South,Block A,769031,Community Health Centre,Government,GEN-00413,31.73488,90.994245
Government Mizoram South Hospital 4,"Main Road, Mizoram South, Mizoram",Mizoram,Mizoram South,Block A,437970,Primary Health Centre,Government,GEN-00414,34.365707,77.415338
Government Mizoram South Hospital 5,"Main Road, Mizoram South, Mizoram",Mizoram,Mizoram South,Block C,181997,Medical College Hospital,Government,GEN-00415,33.919728,82.346507
Government Mizoram East Hospital 1,"Main Road, Mizoram East, Mizoram",Mizoram,Mizoram East,Block B,634124,District Hospital,Government,GEN-00416,29.75807,75.519601
Government Mizoram East Hospital 2,"Main Road, Mizoram East, Mizoram",Mizoram,Mizoram East,Block A,566558,Sub District Hospital,Government,GEN-00417,19.069671,68.501185
Government Mizoram East Hospital 3,"Main Road, Mizoram East, Mizoram",Mizoram,Mizoram East,Block C,786352,Community Health Centre,Government,GEN-00418,28.528283,89.554588
Government Mizoram East Hospital 4,"Main Road, Mizoram East, Mizoram",Mizoram,Mizoram East,Block A,778154,Primary Health Centre,Government,GEN-00419,31.004526,71.118193
Government Mizoram East Hospital 5,"Main Road, Mizoram East, Mizoram",Mizoram,Mizoram East,Block C,734210,Medical College Hospital,Government,GEN-00420,31.556663,79.759524
Government Mizoram West Hospital 1,"Main Road, Mizoram West, Mizoram",Mizoram,Mizoram West,Block B,761774,District Hospital,Government,GEN-00421,9.64089,88.806315
Government Mizoram West Hospital 2,"Main Road, Mizoram West, Mizoram",Mizoram,Mizoram West,Block C,185516,Sub District Hospital,Government,GEN-00422,32.757426,80.356906
Government Mizoram West Hospital 3,"Main Road, Mizoram West, Mizoram",Mizoram,Mizoram West,Block A,191545,Community Health Centre,Government,GEN-00423,37.387259,91.831273
Government Mizoram West Hospital 4,"Main Road, Mizoram West, Mizoram",Mizoram,Mizoram West,Block B,275907,Primary Health Centre,Government,GEN-00424,9.164471,73.822338
Government Mizoram West Hospital 5,"Main Road, Mizoram West, Mizoram",Mizoram,Mizoram West,Block B,654522,Medical College Hospital,Government,GEN-00425,22.951871,80.214527
Government Nagaland Central Hospital 1,"Main Road, Nagaland Central, Nagaland",Nagaland,Nagaland Central,Block A,804220,District Hospital,Government,GEN-00426,21.365717,70.883927
Government Nagaland Central Hospital 2,"Main Road, Nagaland Central, Nagaland",Nagaland,Nagaland Central,Block A,187237,Sub District Hospital,Government,GEN-00427,30.093208,92.481595
Government Nagaland Central Hospital 3,"Main Road, Nagaland Central, Nagaland",Nagaland,Nagaland Central,Block B,648098,Community Health Centre,Government,GEN-00428,36.876727,82.042841
Government Nagaland Central Hospital 4,"Main Road, Nagaland Central, Nagaland",Nagaland,Nagaland Central,Block C,619709,Primary Health Centre,Government,GEN-00429,37.498624,76.536119
Government Nagaland Central Hospital 5,"Main Road, Nagaland Central, Nagaland",Nagaland,Nagaland Central,Block C,713739,Medical College Hospital,Government,GEN-00430,32.130573,93.258747
Government Nagaland North Hospital 1,"Main Road, Nagaland North, Nagaland",Nagaland,Nagaland North,Block B,536536,District Hospital,Government,GEN-00431,14.828318,94.789748
Government Nagaland North Hospital 2,"Main Road, Nagaland North, Nagaland",Nagaland,Nagaland North,Block B,610370,Sub District Hospital,Government,GEN-00432,27.80179,82.107977
Government Nagaland North Hospital 3,"Main Road, Nagaland North, Nagaland",Nagaland,Nagaland North,Block B,127421,Community Health Centre,Government,GEN-00433,32.085306,89.379828
Government Nagaland North Hospital 4,"Main Road, Nagaland North, Nagaland",Nagaland,Nagaland North,Block C,839021,Primary Health Centre,Government,GEN-00434,33.119657,79.555996
Government Nagaland North Hospital 5,"Main Road, Nagaland North, Nagaland",Nagaland,Nagaland North,Block B,406033,Medical College Hospital,Government,GEN-00435,17.330264,77.016926
Government Nagaland South Hospital 1,"Main Road, Nagaland South, Nagaland",Nagaland,Nagaland South,Block A,815299,District Hospital,Government,GEN-00436,17.895823,93.957332
Government Nagaland South Hospital 2,"Main Road, Nagaland South, Nagaland",Nagaland,Nagaland South,Block C,504402,Sub District Hospital,Government,GEN-00437,16.587371,89.29058
Government Nagaland South Hospital 3,"Main Road, Nagaland South, Nagaland",Nagaland,Nagaland South,Block C,779118,Community Health Centre,Government,GEN-00438,32.731544,80.416465
Government Nagaland South Hospital 4,"Main Road, Nagaland South, Nagaland",Nagaland,Nagaland South,Block A,285857,Primary Health Centre,Government,GEN-00439,36.094132,89.742138
Government Nagaland South Hospital 5,"Main Road, Nagaland South, Nagaland",Nagaland,Nagaland South,Block B,508614,Medical College Hospital,Government,GEN-00440,19.729029,80.56504
Government Nagaland East Hospital 1,"Main Road, Nagaland East, Nagaland",Nagaland,Nagaland East,Block B,788469,District Hospital,Government,GEN-00441,8.279633,69.767313
Government Nagaland East Hospital 2,"Main Road, Nagaland East, Nagaland",Nagaland,Nagaland East,Block C,190813,Sub District Hospital,Government,GEN-00442,12.112386,70.395353
Government Nagaland East Hospital 3,"Main Road, Nagaland East, Nagaland",Nagaland,Nagaland East,Block C,321951,Community Health Centre,Government,GEN-00443,8.42952,93.264955
Government Nagaland East Hospital 4,"Main Road, Nagaland East, Nagaland",Nagaland,Nagaland East,Block A,450166,Primary Health Centre,Government,GEN-00444,11.288242,73.908415
Government Nagaland East Hospital 5,"Main Road, Nagaland East, Nagaland",Nagaland,Nagaland East,Block A,361972,Medical College Hospital,Government,GEN-00445,33.138868,95.175834
Government Nagaland West Hospital 1,"Main Road, Nagaland West, Nagaland",Nagaland,Nagaland West,Block B,474152,District Hospital,Government,GEN-00446,37.30697,92.623623
Government Nagaland West Hospital 2,"Main Road, Nagaland West, Nagaland",Nagaland,Nagaland West,Block A,670293,Sub District Hospital,Government,GEN-00447,23.511298,77.851321
Government Nagaland West Hospital 3,"Main Road, Nagaland West, Nagaland",Nagaland,Nagaland West,Block C,470800,Community Health Centre,Government,GEN-00448,32.010367,92.630721
Government Nagaland West Hospital 4,"Main Road, Nagaland West, Nagaland",Nagaland,Nagaland West,Block C,553433,Primary Health Centre,Government,GEN-00449,12.692007,78.989015
Government Nagaland West Hospital 5,"Main Road, Nagaland West, Nagaland",Nagaland,Nagaland West,Block B,843356,Medical College Hospital,Government,GEN-00450,24.756078,74.783747
Government Odisha Central Hospital 1,"Main Road, Odisha Central, Odisha",Odisha,Odisha Central,Block A,681562,District Hospital,Government,GEN-00451,17.968527,73.239657
Government Odisha Central Hospital 2,"Main Road, Odisha Central, Odisha",Odisha,Odisha Central,Block C,616467,Sub District Hospital,Government,GEN-00452,9.203341,74.798042
Government Odisha Central Hospital 3,"Main Road, Odisha Central, Odisha",Odisha,Odisha Central,Block A,124907,Community Health Centre,Government,GEN-00453,12.586682,85.531385
Government Odisha Central Hospital 4,"Main Road, Odisha Central, Odisha",Odisha,Odisha Central,Block B,340717,Primary Health Centre,Government,GEN-00454,21.680404,82.639941
Government Odisha Central Hospital 5,"Main Road, Odisha Central, Odisha",Odisha,Odisha Central,Block A,222622,Medical College Hospital,Government,GEN-00455,17.410185,78.656036
Government Odisha North Hospital 1,"Main Road, Odisha North, Odisha",Odisha,Odisha North,Block C,477893,District Hospital,Government,GEN-00456,15.729751,69.93058
Government Odisha North Hospital 2,"Main Road, Odisha North, Odisha",Odisha,Odisha North,Block C,157602,Sub District Hospital,Government,GEN-00457,29.861894,91.700967
Government Odisha North Hospital 3,"Main Road, Odisha North, Odisha",Odisha,Odisha North,Block C,124715,Community Health Centre,Government,GEN-00458,17.318676,82.296916
Government Odisha North Hospital 4,"Main Road, Odisha North, Odisha",Odisha,Odisha North,Block B,584440,Primary Health Centre,Government,GEN-00459,16.517945,79.060377
Government Odisha North Hospital 5,"Main Road, Odisha North, Odisha",Odisha,Odisha North,Block C,397788,Medical College Hospital,Government,GEN-00460,10.482872,75.200447
Government Odisha South Hospital 1,"Main Road, Odisha South, Odisha",Odisha,Odisha South,Block B,175335,District Hospital,Government,GEN-00461,25.341923,86.769382
Government Odisha South Hospital 2,"Main Road, Odisha South, Odisha",Odisha,Odisha South,Block A,364244,Sub District Hospital,Government,GEN-00462,25.868803,91.435573
Government Odisha South Hospital 3,"Main Road, Odisha South, Odisha",Odisha,Odisha South,Block C,140191,Community Health Centre,Government,GEN-00463,33.31518,75.411779
Government Odisha South Hospital 4,"Main Road, Odisha South, Odisha",Odisha,Odisha South,Block A,470092,Primary Health Centre,Government,GEN-00464,37.298654,95.142825
Government Odisha South Hospital 5,"Main Road, Odisha South, Odisha",Odisha,Odisha South,Block C,406638,Medical College Hospital,Government,GEN-00465,21.002757,72.200448
Government Odisha East Hospital 1,"Main Road, Odisha East, Odisha",Odisha,Odisha East,Block B,194830,District Hospital,Government,GEN-00466,20.585402,74.066229
Government Odisha East Hospital 2,"Main Road, Odisha East, Odisha",Odisha,Odisha East,Block A,504376,Sub District Hospital,Government,GEN-00467,31.143121,91.036408
Government Odisha East Hospital 3,"Main Road, Odisha East, Odisha",Odisha,Odisha East,Block C,521671,Community Health Centre,Government,GEN-00468,13.940409,84.77061
Government Odisha East Hospital 4,"Main Road, Odisha East, Odisha",Odisha,Odisha East,Block C,300314,Primary Health Centre,Government,GEN-00469,23.953281,77.718483
Government Odisha East Hospital 5,"Main Road, Odisha East, Odisha",Odisha,Odisha East,Block A,235208,Medical College Hospital,Government,GEN-00470,36.130875,79.948166
Government Odisha West Hospital 1,"Main Road, Odisha West, Odisha",Odisha,Odisha West,Block C,475664,District Hospital,Government,GEN-00471,31.934059,91.958193
Government Odisha West Hospital 2,"Main Road, Odisha West, Odisha",Odisha,Odisha West,Block A,203882,Sub District Hospital,Government,GEN-00472,31.929955,70.130984
Government Odisha West Hospital 3,"Main Road, Odisha West, Odisha",Odisha,Odisha West,Block B,690984,Community Health Centre,Government,GEN-00473,28.462311,70.836181
Government Odisha West Hospital 4,"Main Road, Odisha West, Odisha",Odisha,Odisha West,Block A,325729,Primary Health Centre,Government,GEN-00474,13.244892,88.532809
Government Odisha West Hospital 5,"Main Road, Odisha West, Odisha",Odisha,Odisha West,Block B,427017,Medical College Hospital,Government,GEN-00475,12.448166,96.788116
Government Punjab Central Hospital 1,"Main Road, Punjab Central, Punjab",Punjab,Punjab Central,Block A,115121,District Hospital,Government,GEN-00476,35.56346,93.865415
Government Punjab Central Hospital 2,"Main Road, Punjab Central, Punjab",Punjab,Punjab Central,Block A,718694,Sub District Hospital,Government,GEN-00477,21.961708,78.967031
Government Punjab Central Hospital 3,"Main Road, Punjab Central, Punjab",Punjab,Punjab Central,Block B,258625,Community Health Centre,Government,GEN-00478,21.664299,74.174728
Government Punjab Central Hospital 4,"Main Road, Punjab Central, Punjab",Punjab,Punjab Central,Block B,631388,Primary Health Centre,Government,GEN-00479,37.486296,81.466921
Government Punjab Central Hospital 5,"Main Road, Punjab Central, Punjab",Punjab,Punjab Central,Block A,297220,Medical College Hospital,Government,GEN-00480,11.320326,91.620901
Government Punjab North Hospital 1,"Main Road, Punjab North, Punjab",Punjab,Punjab North,Block A,337367,District Hospital,Government,GEN-00481,24.045048,77.378247
Government Punjab North Hospital 2,"Main Road, Punjab North, Punjab",Punjab,Punjab North,Block A,410468,Sub District Hospital,Government,GEN-00482,15.617656,76.489271
Government Punjab North Hospital 3,"Main Road, Punjab North, Punjab",Punjab,Punjab North,Block C,368414,Community Health Centre,Government,GEN-00483,12.996927,84.287533
Government Punjab North Hospital 4,"Main Road, Punjab North, Punjab",Punjab,Punjab North,Block B,205857,Primary Health Centre,Government,GEN-00484,29.756521,70.821047
Government Punjab North Hospital 5,"Main Road, Punjab North, Punjab",Punjab,Punjab North,Block C,583286,Medical College Hospital,Government,GEN-00485,36.387939,73.834563
Government Punjab South Hospital 1,"Main Road, Punjab South, Punjab",Punjab,Punjab South,Block B,185641,District Hospital,Government,GEN-00486,11.37444,70.63502
Government Punjab South Hospital 2,"Main Road, Punjab South, Punjab",Punjab,Punjab South,Block B,578314,Sub District Hospital,Government,GEN-00487,28.589285,75.902134
Government Punjab South Hospital 3,"Main Road, Punjab South, Punjab",Punjab,Punjab South,Block C,306421,Community Health Centre,Government,GEN-00488,25.094617,71.027535
Government Punjab South Hospital 4,"Main Road, Punjab South, Punjab",Punjab,Punjab South,Block A,324534,Primary Health Centre,Government,GEN-00489,36.311525,71.949149
Government Punjab South Hospital 5,"Main Road, Punjab South, Punjab",Punjab,Punjab South,Block A,507773,Medical College Hospital,Government,GEN-00490,22.593553,90.333047
Government Punjab East Hospital 1,"Main Road, Punjab East, Punjab",Punjab,Punjab East,Block A,143758,District Hospital,Government,GEN-00491,36.767931,85.821693
Government Punjab East Hospital 2,"Main Road, Punjab East, Punjab",Punjab,Punjab East,Block C,359536,Sub District Hospital,Government,GEN-00492,34.231508,68.720843
Government Punjab East Hospital 3,"Main Road, Punjab East, Punjab",Punjab,Punjab East,Block C,658912,Community Health Centre,Government,GEN-00493,18.999053,68.637008
Government Punjab East Hospital 4,"Main Road, Punjab East, Punjab",Punjab,Punjab East,Block C,123809,Primary Health Centre,Government,GEN-00494,17.02603,81.215672
Government Punjab East Hospital 5,"Main Road, Punjab East, Punjab",Punjab,Punjab East,Block A,284468,Medical College Hospital,Government,GEN-00495,15.106165,84.269003
Government Punjab West Hospital 1,"Main Road, Punjab West, Punjab",Punjab,Punjab West,Block A,260522,District Hospital,Government,GEN-00496,17.857968,74.338678
Government Punjab West Hospital 2,"Main Road, Punjab West, Punjab",Punjab,Punjab West,Block C,808500,Sub District Hospital,Government,GEN-00497,20.978492,94.982145
Government Punjab West Hospital 3,"Main Road, Punjab West, Punjab",Punjab,Punjab West,Block A,804693,Community Health Centre,Government,GEN-00498,12.554551,89.338542
Government Punjab West Hospital 4,"Main Road, Punjab West, Punjab",Punjab,Punjab West,Block C,411200,Primary Health Centre,Government,GEN-00499,17.984116,84.335022
Government Punjab West Hospital 5,"Main Road, Punjab West, Punjab",Punjab,Punjab West,Block A,498951,Medical College Hospital,Government,GEN-00500,32.919972,73.722824
Government Rajasthan Central Hospital 1,"Main Road, Rajasthan Central, Rajasthan",Rajasthan,Rajasthan Central,Block C,429384,District Hospital,Government,GEN-00501,12.354371,81.161759
Government Rajasthan Central Hospital 2,"Main Road, Rajasthan Central, Rajasthan",Rajasthan,Rajasthan Central,Block B,191019,Sub District Hospital,Government,GEN-00502,27.694631,74.580777
